,Crush,White,Raw,Other,Total sugar,Sugar/Crush,Raw/Sugar
2/24/2014,954015.805,28340.25,79844.318,831.3723,109015.9403,114.270581,0.73240957
2/25/2014,983469.29,30052.1,83093.373,1033.9607,114179.4337,116.0986264,0.727743783
2/26/2014,968906.695,29571.84,82073.726,910.0335,112555.5995,116.1676352,0.729183855
2/27/2014,906751.115,30462.73,77850.738,888.56,109202.028,120.432196,0.712905606
2/28/2014,903521.48,30351.94,76333.708,834.9821,107520.6301,119.0017421,0.709944761
3/1/2014,857525.6,25252.575,74552.13,779.8425,100584.5475,117.2962621,0.7411887
3/2/2014,840707.51,25671,69830.334,1018.033,96519.367,114.8073091,0.723485205
3/3/2014,849433.61,24847.285,72205.499,921.0066,97973.7906,115.3401389,0.736987908
3/4/2014,804797.75,24612.14,71902.915,748.6532,97263.7082,120.8548461,0.739257389
3/5/2014,863724,23201.3,74118.298,643.4913,97963.0893,113.4194364,0.756594127
3/6/2014,889425.56,24979.845,77509.678,906.1279,103395.6509,116.2499208,0.749641569
3/7/2014,886167.42,26966.565,77252.879,761.9079,104981.3519,118.4667248,0.735872396
3/8/2014,891699.08,26155.95,80060.06,651.0035,106867.0135,119.8464997,0.749155959
3/9/2014,863977.48,27207.6,73523.903,683.8274,101415.3304,117.3819142,0.724978193
3/10/2014,876733.25,26238.125,74396.376,1055.4534,101689.9544,115.9873364,0.731600053
3/11/2014,845009.9,27758.78,70364.086,1349.8224,99472.6884,117.7177787,0.707370909
3/12/2014,856962.64,28460.75,71500.631,1581.6156,101542.9966,118.4917427,0.704141432
3/13/2014,822692.02,29261.325,70020.475,1346.1851,100627.9851,122.3154992,0.69583501
3/14/2014,773728.18,26864.94,65959.334,1512.3967,94336.6707,121.9248221,0.699190818
3/15/2014,751843.34,27097,63141.312,1707.5104,91945.8224,122.2938577,0.686723011
3/16/2014,741356.08,26483.15,60707.557,1548.7943,88739.5013,119.6988919,0.684109738
3/17/2014,734045.93,26615.4,60154.293,1187.7147,87957.4077,119.8254824,0.683902523
3/18/2014,709952.48,26972.07,57467.823,1324.5581,85764.4511,120.8030868,0.67006577
3/19/2014,682544.53,28220.99,54269.792,1547.7717,84038.5537,123.1253786,0.64577256
3/20/2014,647901.15,27295.035,52336.279,1766.4802,81397.7942,125.6330448,0.642969254
3/21/2014,598696.51,27093.32,42644.534,1858.4669,71596.3209,119.5870023,0.595624656
3/22/2014,591772.4,25287.1,45619.56,1410.3117,72316.9717,122.2040293,0.630827853
3/23/2014,550320.34,25356.75,43941.995,1604.7752,70903.5202,128.8404499,0.619743489
3/24/2014,581907.34,26889.01,40530.158,1423.7672,68842.9352,118.3056656,0.58873373
3/25/2014,541180.3,27045.55,35251.93,1439.9332,63737.4132,117.7748214,0.553080651
3/26/2014,487088.88,25775.77,35257.597,1336.3673,62369.7343,128.0459006,0.565299779
3/27/2014,474816.31,23807.535,34672.09,1260.704,59740.329,125.8177694,0.580379964
3/28/2014,432168.34,26236.84,26355.893,752.8433,53345.5763,123.4370299,0.49405958
3/29/2014,414907,24293.78,24850.483,1339.8743,50484.1373,121.6757907,0.492243392
3/30/2014,411763.68,25860.83,21610.215,1441.676,48912.721,118.7883327,0.441811753
3/31/2014,397676.94,27248.725,31683.567,1420.3095,60352.6015,151.7628895,0.524974338
4/1/2014,360535.77,22500.83,19351.975,1181.9212,43034.7262,119.3632637,0.449682773
4/2/2014,350820.41,25453.7,15907.997,1053.1393,42414.8363,120.9018492,0.375057371
4/3/2014,311604.04,26761.24,9231.378,864.7864,36857.4044,118.2828194,0.250461967
4/4/2014,291050.8,27196.22,6452.497,1655.2884,35304.0054,121.2984311,0.182769545
4/5/2014,253295.21,28873.015,4775.071,1483.0424,35131.1284,138.6963788,0.135921367
4/6/2014,214131.46,25932.71,2.898999999,1656.9883,27592.5973,128.8582131,0.000105064
4/7/2014,224053.88,26001.22,-2618.597,1504.7061,24887.3291,111.0774297,-0.105218081
4/8/2014,177046.1,28034.56,-6444.58,1486.1184,23076.0984,130.3394901,-0.279275114
4/9/2014,162705.77,28709.305,-7612.697,1615.8381,22712.4461,139.5921368,-0.335177328
4/10/2014,148805.82,27211.47,-9116.131,1197.0544,19292.3934,129.6481105,-0.472524627
4/11/2014,101760.09,27904.99,-19804.875,989.0726,9089.1876,89.3197677,-2.178948864
4/12/2014,50725.68,25416.45,-15832.405,417.6907,10001.7357,197.1730236,-1.582965745
4/13/2014,16506.51,22437.75,-17947.973,560.2787,5050.0557,305.9432733,-3.55401486
4/14/2014,6232.6,23624.97,-22782.653,494.978,1337.295,214.5645477,-17.03637043
4/15/2014,4178.49,22421.48,-24360.532,600.0026,-1339.0494,-320.4625116,18.19240724
4/16/2014,18056.38,23227.63,-25818.952,448.326,-2142.996,-118.68359,12.04806355
4/17/2014,32108.95,25387.53,-23454.139,506.8751,2440.2661,75.99956087,-9.611303866
4/18/2014,52174.56,25916.87,-20891.682,456.2446,5481.4326,105.0594888,-3.811354353
4/19/2014,79955.71,24150.16,-18148.455,458.5755,6460.2805,80.79823817,-2.809236379
4/20/2014,75378.48,23662.62,-25132.684,304.3986,-1165.6654,-15.46416696,21.56080467
4/21/2014,82097.69,23928.87,-21038.849,101.1478,2991.1688,36.43426264,-7.033654871
4/22/2014,84188.36,23955.74,-5509.697,116.7476,18562.7906,220.4911772,-0.296814047
4/23/2014,73203.97,24067.5,-15720.17,101.3262,8448.6562,115.4125412,-1.86067105
4/24/2014,72666.09,21281.7,-15394.426,157.0912,6044.3652,83.17999771,-2.546905339
4/25/2014,63459.17,22915.15,-18692.37,162.2685,4385.0485,69.10031285,-4.262751028
4/26/2014,62615.74,23427.075,-19291.485,724.4415,4860.0315,77.61677016,-3.96941563
4/27/2014,51245,25090.025,-19421.706,661.047,6329.366,123.5118743,-3.068507335
4/28/2014,40169.76,24907.545,-21681.306,537.4307,3763.6697,93.69410472,-5.760682453
4/29/2014,32400.96,25525.425,-22037.396,535.9151,4023.9441,124.1921258,-5.476566138
4/30/2014,21829.04,24670.725,-21847.627,530.4616,3353.5596,153.6283593,-6.514757334
5/1/2014,24507.42,22646.975,-26880.624,681.465,-3552.184,-144.943205,7.567351241
5/2/2014,16806.04,24364.875,-23139.404,356.2944,1581.7654,94.11886441,-14.62884698
5/3/2014,12926.11,23097.665,-23567.834,576.1703,106.0013,8.200556857,-222.3353299
5/4/2014,7193.4,23647.95,-24034.2,556.4076,170.1576,23.65468346,-141.2467031
5/5/2014,9255.45,23619.13,-25139.974,515.0535,-1005.7905,-108.6700809,24.99523907
5/6/2014,1083.16,22429.62,-23376.174,466.8855,-479.6685,-442.8417778,48.73401943
5/7/2014,14514.81,22486.67,-22268.51,683.3031,901.4631,62.10643474,-24.70263065
5/8/2014,3377.6,22646.305,-24924.556,916.17,-1362.081,-403.2688892,18.29887944
5/9/2014,2582.78,24162.41,-23744.501,59.2598,477.1688,184.7500755,-49.76121867
5/10/2014,0,0,0,0,0,,
5/11/2014,0,0,0,0,0,,
5/12/2014,0,0,0,0,0,,
5/13/2014,0,0,0,0,0,,
5/14/2014,0,0,0,0,0,,
5/15/2014,0,0,0,0,0,,
5/16/2014,0,0,0,0,0,,
5/17/2014,0,0,0,0,0,,
5/18/2014,0,0,0,0,0,,
5/19/2014,0,0,0,0,0,,
5/20/2014,0,0,0,0,0,,
5/21/2014,0,0,0,0,0,,
5/22/2014,0,0,0,0,0,,
5/23/2014,0,0,0,0,0,,
5/24/2014,0,0,0,0,0,,
5/25/2014,0,0,0,0,0,,
5/26/2014,0,0,0,0,0,,
5/27/2014,0,0,0,0,0,,
5/28/2014,0,0,0,0,0,,
5/29/2014,0,0,0,0,0,,
5/30/2014,0,0,0,0,0,,
5/31/2014,0,0,0,0,0,,
6/1/2014,0,0,0,0,0,,
6/2/2014,0,0,0,0,0,,
6/3/2014,0,0,0,0,0,,
6/4/2014,0,0,0,0,0,,
6/5/2014,0,0,0,0,0,,
6/6/2014,0,0,0,0,0,,
6/7/2014,0,0,0,0,0,,
6/8/2014,0,0,0,0,0,,
6/9/2014,0,0,0,0,0,,
6/10/2014,0,0,0,0,0,,
6/11/2014,0,0,0,0,0,,
6/12/2014,0,0,0,0,0,,
6/13/2014,0,0,0,0,0,,
6/14/2014,0,0,0,0,0,,
6/15/2014,0,0,0,0,0,,
11/1/2014,0,0,0,0,0,,
11/2/2014,0,0,0,0,0,,
11/3/2014,0,0,0,0,0,,
11/4/2014,0,0,0,0,0,,
11/5/2014,0,0,0,0,0,,
11/6/2014,0,0,0,0,0,,
11/7/2014,0,0,0,0,0,,
11/8/2014,0,0,0,0,0,,
11/9/2014,0,0,0,0,0,,
11/10/2014,0,0,0,0,0,,
11/11/2014,0,0,0,0,0,,
11/12/2014,0,0,0,0,0,,
11/13/2014,0,0,0,0,0,,
11/14/2014,0,0,0,0,0,,
11/15/2014,0,0,0,0,0,,
11/16/2014,0,0,0,0,0,,
11/17/2014,0,0,0,0,0,,
11/18/2014,0,0,0,0,0,,
11/19/2014,0,0,0,0,0,,
11/20/2014,0,0,0,0,0,,
11/21/2014,0,0,0,0,0,,
11/22/2014,0,0,0,0,0,,
11/23/2014,0,0,0,0,0,,
11/24/2014,0,0,0,0,0,,
11/25/2014,0,0,0,0,0,,
11/26/2014,0,0,0,0,0,,
11/27/2014,0,0,0,0,0,,
11/28/2014,0,0,0,0,0,,
11/29/2014,0,0,0,0,0,,
11/30/2014,0,0,0,0,0,,
12/1/2014,98132.65,0,671.79,0,671.79,6.84573381,1
12/2/2014,191684.215,119,4702.294,0,4821.294,25.15227454,0.97531783
12/3/2014,258673.515,1300.95,11179.388,0,12480.338,48.24745201,0.895760035
12/4/2014,347347.685,1883.2,18149.399,0,20032.599,57.67304596,0.905993226
12/5/2014,366951.785,2943.16,22363.799,0,25306.959,68.96535195,0.883701554
12/6/2014,430997.44,4116.8,27077.992,1,31195.792,72.38045776,0.868001428
12/7/2014,448972.685,3778.05,33092.127,0,36870.177,82.12120299,0.897531005
12/8/2014,476796.14,4539.18,35052.013,0,39591.193,83.03589245,0.885348744
12/9/2014,515294.525,4587,30919.934,0,35506.934,68.90609598,0.870813966
12/10/2014,590584.115,5386.393,41088.82,0,46475.213,78.69363875,0.884101811
12/11/2014,657820.605,7002.35,43306.56,0,50308.91,76.47816079,0.860812926
12/12/2014,708048.09,6998.247,49975.96,0,56974.207,80.4665782,0.877168154
12/13/2014,734087.11,9326.81,52192.774,0,61519.584,83.80420138,0.84839283
12/14/2014,754546.275,9155.5,55718.742,19.25,64893.492,86.00332962,0.858618334
12/15/2014,788126.295,10557.542,63658.54,3657.6628,77873.7448,98.80871289,0.817458312
12/16/2014,799046.205,14248.29,57548.65,3410.7,75207.64,94.12176609,0.76519686
12/17/2014,845176.65,12115.885,58630.463,861.6096,71607.9576,84.72543296,0.818770217
12/18/2014,855696.51,12786.88,63282.346,1085.9021,77155.1281,90.16646346,0.82019624
12/19/2014,843124.57,15005.75,63058.22,810.8,78874.77,93.55055327,0.799472632
12/20/2014,866830.305,16355.78,63278.301,1077.0739,80711.1549,93.1106751,0.784009361
12/21/2014,892239.59,18480.695,63826.412,1005.1567,83312.2637,93.37431855,0.766110644
12/22/2014,922563.2,18720.312,63537.238,937.7099,83195.2599,90.1783855,0.763712236
12/23/2014,899237.845,18075.27,67631.296,840.6433,86547.2093,96.24506996,0.781438206
12/24/2014,907849.06,19113.365,67512.852,1477.3786,88103.5956,97.04652401,0.766289407
12/25/2014,942420.71,22665.402,65845.465,1040.1065,89550.9735,95.02228946,0.735284748
12/26/2014,974445.73,23133.685,68939.861,849.1816,92922.7276,95.35957185,0.741905267
12/27/2014,1001243.755,22074.895,69881.411,999.9873,92956.2933,92.84082206,0.751766325
12/28/2014,1047029.06,22491.07,72488.99,658.9419,95639.0019,91.3432163,0.757943815
12/29/2014,1005486.24,21905.388,75566.643,811.2893,98283.3203,97.74705649,0.768865386
12/30/2014,912104.445,22246.5,72187.613,985.0913,95419.2043,104.6143398,0.756531282
12/31/2014,665011.02,18511.95,61373.306,881.9499,80767.2059,121.4524323,0.759879029
1/1/2015,449480.73,16531,35953.17,437.3374,52921.5074,117.739213,0.679367837
1/2/2015,489650.755,15526.7,27669.168,306.9477,43502.8157,88.84458005,0.636031658
1/3/2015,711740.77,17148.99,41946.943,374.8668,59470.7998,83.55682617,0.70533679
1/4/2015,879234.24,19501.28,56064.064,233.2807,75798.6247,86.20981901,0.739644871
1/5/2015,949394.665,19582.97,65846.011,-210.5073,85218.4737,89.76085167,0.772672968
1/6/2015,1046328.8,23752.78,78159.158,878.3077,102790.2457,98.2389529,0.760375242
1/7/2015,1057997.63,26336.92,80935.508,1008.7993,108281.2273,102.3454346,0.747456508
1/8/2015,1070642.085,26275.095,81275.422,1028.7544,108579.2714,101.4150975,0.748535342
1/9/2015,993541.115,28116.96,76986.415,992.5487,106095.9237,106.7856399,0.725630282
1/10/2015,972139.315,26467.06,72312.256,1303.9246,100083.2406,102.9515411,0.722521129
1/11/2015,828962.955,27131.16,60931.77,652.3227,88715.2527,107.0195624,0.68682406
1/12/2015,846287.28,28793.79,55935.373,642.3454,85371.5084,100.877693,0.65519954
1/13/2015,926326.61,29127.25,59882.51,1180.0851,90189.8451,97.3629,0.66396067
1/14/2015,1011915.95,28782.65,66609.256,1128.902,96520.808,95.38421447,0.690102553
1/15/2015,1034864.76,30957.595,71178.166,1243.0562,103378.8172,99.89596824,0.688517899
1/16/2015,1029911.45,33115.87,72387.801,1618.5793,107122.2503,104.0111267,0.675749443
1/17/2015,1053431.4,31999.2,76018.65,2029.5151,110047.3651,104.4656207,0.690781192
1/18/2015,1044075.33,32445.435,78342.434,1772.6935,112560.5625,107.8088518,0.69600251
1/19/2015,1016941.51,31535.775,77780.038,1232.968,110548.781,108.7071183,0.703581146
1/20/2015,1030797.075,31798.327,76135.471,1505.6186,109439.4166,106.1697004,0.695686009
1/21/2015,1024317.845,32656.925,75038.594,1846.1438,109541.6628,106.941086,0.685023324
1/22/2015,1017493.1,32793.225,74807.472,1842.5037,109443.2007,107.5616146,0.683527816
1/23/2015,1064367.745,32224.305,78328.887,943.1519,111496.3439,104.7535914,0.702524265
1/24/2015,1050657.96,31962.62,80154.656,1247.705,113364.981,107.899036,0.707049525
1/25/2015,1020040.485,33863.285,76476.45,1495.5106,111835.2456,109.638046,0.683831377
1/26/2015,1015422.495,32096.35,75913.63,1401.1484,109411.1284,107.7493644,0.693838288
1/27/2015,972369.225,31027.23,73355.39,828.9685,105211.5885,108.2012735,0.697217778
1/28/2015,987974.67,31495.777,74207.693,1024.6072,106728.0772,108.0271392,0.695296823
1/29/2015,1005338.44,31365.75,77062.077,924.1234,109351.9504,108.7712814,0.704716072
1/30/2015,1012587.38,30038.79,79119.984,936.8321,110095.6061,108.7270178,0.718647972
1/31/2015,1041692.37,29442.08,83383.654,783.0402,113608.7742,109.0617321,0.73395435
2/1/2015,945256.97,29194.83,76917.199,945.6404,107057.6694,113.2577413,0.718465099
2/2/2015,966060.725,29805.1,76215.513,594.1528,106614.7658,110.3603149,0.714868268
2/3/2015,977777.425,28355.595,78955.351,446.6296,107757.5756,110.2066512,0.732712763
2/4/2015,956090.145,26932.535,76259.92,598.8688,103791.3238,108.558094,0.734742724
2/5/2015,1032447.905,27483.545,83819.685,1193.8611,112497.0911,108.9615181,0.745083132
2/6/2015,996354.865,27689.245,82548.898,945.9177,111184.0607,111.5908243,0.742452627
2/7/2015,994356.845,29813.35,79869.873,840.903,110524.126,111.1513704,0.722646502
2/8/2015,1009302.555,29797.925,79618.183,891.0755,110307.1835,109.2905026,0.72178602
2/9/2015,1049437.97,32155.665,81495.347,949.6924,114600.7044,109.2019802,0.711124311
2/10/2015,1046171.08,31911.685,85376.157,1087.7483,118375.5903,113.1512738,0.721231098
2/11/2015,1005893.82,30717.76,94420.248,1197.4189,126335.4269,125.5951914,0.74737744
2/12/2015,1068862.755,31576.795,85827.707,1312.4943,118716.9963,111.0685125,0.722960567
2/13/2015,1048223.46,33407.9,99456.851,892.6975,133757.4485,127.6039448,0.743561216
2/14/2015,1013030.945,33112.46,83172.555,836.3649,117121.3799,115.6148097,0.710139815
2/15/2015,1015306.855,30846.029,83282.464,921.7368,115050.2298,113.3157225,0.723879163
2/16/2015,1004002.555,28819.377,82718.989,1026.8188,112565.1848,112.1164326,0.734854113
2/17/2015,1007675.86,28740.1,89453.664,833.4592,119027.2232,118.1205464,0.751539535
2/18/2015,889654.595,27414.22,81822.722,853.9155,110090.8575,123.7456178,0.743229037
2/19/2015,834435.08,26304.5,68200.608,500.0737,95005.1817,113.8556899,0.717861982
2/20/2015,890056.205,26490.725,71298.862,1095.3696,98884.9566,111.0996767,0.7210284
2/21/2015,974078.37,27252.27,75399.469,1175.047,103826.786,106.5897665,0.726204402
2/22/2015,944100.56,29056.23,76834.879,1208.4339,107099.5429,113.4408213,0.717415564
2/23/2015,959329.545,31276.9,75069.822,550.7307,106897.4527,111.4293344,0.702260158
2/24/2015,932798.825,30937.485,73543.456,1128.2315,105609.1725,113.2175231,0.696373755
2/25/2015,947801.805,30297.695,72448.404,1273.5062,104019.6052,109.7482666,0.696487973
2/26/2015,975532.475,32452.05,74515.229,1308.7199,108275.9989,110.9916909,0.688197105
2/27/2015,961060.19,32208.025,75637.682,1426.8599,109272.5669,113.7000242,0.692192781
2/28/2015,969758.55,32624.615,73806.984,1477.823,107909.422,111.274525,0.683971637
3/1/2015,942743.205,33670.79,75600.891,790.7381,110062.4191,116.7469768,0.686891053
3/2/2015,871392.105,30794.425,72222.248,803.738,103820.411,119.1431623,0.695645946
3/3/2015,794900.655,29973.585,67257.833,1166.7821,98398.2001,123.7867896,0.683527066
3/4/2015,851193.77,28861.22,61028.183,1485.7205,91375.1235,107.34938,0.667886189
3/5/2015,902707.505,30096.48,70065.873,1342.1545,101504.5075,112.4445149,0.690273513
3/6/2015,901525.005,29633.115,71514.394,1424.451,102571.96,113.7760566,0.697211928
3/7/2015,852754.95,28454.885,66696.835,1616.7126,96768.4326,113.4774212,0.689241659
3/8/2015,890911.565,30070.935,71821.609,1675.9382,103568.4822,116.2500143,0.693469746
3/9/2015,873030.17,30106.995,67520.889,1208.1146,98835.9986,113.2102899,0.683160892
3/10/2015,854594.655,29971.18,68744.274,973.2521,99688.7061,116.6502804,0.68958939
3/11/2015,845326.33,31322.82,66684.389,1460.3325,99467.5415,117.6676249,0.670413564
3/12/2015,849188.38,28783.22,63385.575,2055.3724,94224.1674,110.9579095,0.672710375
3/13/2015,824259.355,31685.125,62200.51,1914.3718,95800.0068,116.225562,0.649274589
3/14/2015,810933.075,30293.015,62041.573,1773.9664,94108.5544,116.0497177,0.659255403
3/15/2015,805444.15,29902.325,61150.918,2066.4486,93119.6916,115.6128474,0.656691586
3/16/2015,740484.39,30048.775,57736.712,2509.8803,90295.3673,121.9409464,0.639420534
3/17/2015,743063.045,28755.86,52643.374,2076.8501,83476.0841,112.3405136,0.630640196
3/18/2015,728882.9,28791.33,53048.506,1886.6577,83726.4937,114.869609,0.633592829
3/19/2015,674116.815,27869.93,52331.02,1912.2109,82113.1609,121.8085042,0.637303685
3/20/2015,664057.805,25863.91,50574.967,1394.0827,77832.9597,117.2081092,0.649788563
3/21/2015,665230.835,25567.8,50436.848,1194.7114,77199.3594,116.0489793,0.653332468
3/22/2015,624730.355,24699.2,48690.317,1219.9828,74609.4998,119.4267242,0.65260211
3/23/2015,605256.02,25594.965,45723.273,896.8247,72215.0627,119.3132498,0.633154238
3/24/2015,555754.895,24916.11,40673.032,1187.145,66776.287,120.1542039,0.609093944
3/25/2015,515533.47,24373.29,33225.655,1190.5932,58789.5382,114.036317,0.565162715
3/26/2015,528675.52,25481.82,34892.13,944.0133,61317.9633,115.9841169,0.569036023
3/27/2015,493345.68,23964.43,33442.191,724.4514,58131.0724,117.8303059,0.575289421
3/28/2015,507683.89,22638.42,36923.539,704.1761,60266.1351,118.7079919,0.612674746
3/29/2015,456203.78,19813.825,33775.968,329.71,53919.503,118.1917059,0.626414676
3/30/2015,438392.48,20107.646,29422.354,302.17,49832.17,113.6702208,0.590428914
3/31/2015,408352.44,19872.21,28948.675,207.97,49028.855,120.0650472,0.590441588
4/1/2015,401088.37,18980.015,26252.813,418.49,45651.318,113.8186031,0.5750724
4/2/2015,375994.06,17701.575,25970.24,324.42,43996.235,117.0131119,0.590283237
4/3/2015,357463.93,18195.65,23187.437,394.21,41777.297,116.8713638,0.555024826
4/4/2015,351221.48,16615.85,24141.091,339.55,41096.491,117.0101868,0.58742463
4/5/2015,310935.47,16550.285,21650.66,373.67,38574.615,124.0598733,0.561267041
4/6/2015,279717.85,13495.49,24052.493,417.85,37965.833,135.729032,0.633529969
4/7/2015,258350.88,12996.375,20200.416,338.29,33535.081,129.8044001,0.602366698
4/8/2015,275166.28,12882.71,22279.95,139.1,35301.76,128.2924637,0.63112859
4/9/2015,211993.1,12496.8,17801.105,334.98,30632.885,144.4994436,0.581110953
4/10/2015,164716.22,10073.14,15083.19,104.34,25260.67,153.3587281,0.59710174
4/11/2015,110165.11,7812.075,10345.062,134.15,18291.287,166.0352084,0.565573215
4/12/2015,29367.8,5167.75,5367.717,44.2,10579.667,360.2471755,0.507361621
4/13/2015,10456.65,3481.25,484.626,53.1,4018.976,384.3464207,0.120584447
4/14/2015,25506.08,3726.75,-45.682,129.2,3810.268,149.386656,-0.011989183
4/15/2015,17300.66,3029.6,620.979,110.7,3761.279,217.406677,0.16509783
4/16/2015,27611.08,2658.015,-429.609,105.1,2333.506,84.513391,-0.184104519
4/17/2015,77980,3673.75,1240.258,3,4917.008,63.05473198,0.252238353
4/18/2015,127755.26,5099.4,4081.2,6,9186.6,71.90780247,0.444255764
4/19/2015,139046.3,5416.6,7960.376,209.78,13586.756,97.71389818,0.58589232
4/20/2015,136665.72,4800.15,8736.909,344.58,13881.639,101.5736719,0.629385982
4/21/2015,271007.17,10755.45,20087.266,661.508,31504.224,116.2486734,0.637605484
4/22/2015,128086.07,5863.62,9395.469,267.95,15527.039,121.2234789,0.605103716
4/23/2015,121219.4403,6196.78,7422.869,323.54,13943.189,115.0243638,0.532365229
4/24/2015,108010.43,6169.27,5051.337,279.78,11500.387,106.4747821,0.439231915
4/25/2015,96964.81,5071.43,5980.099,230.97,11282.499,116.3566349,0.530033196
4/26/2015,0,0,0,0,0,,
4/27/2015,88263.86,4652.425,5764.206,217.42,10634.051,120.4802396,0.542051754
4/28/2015,80580.58,4703.3,4726.795,249.42,9679.515,120.1221808,0.488329736
4/29/2015,65800.91,4166.35,3728.056,116.7,8011.106,121.7476476,0.465360963
4/30/2015,67390.08,4341.45,2961.857,136.11,7439.417,110.3933546,0.398130257
5/1/2015,47818.63,3716.9,6624.552,211.35,10552.802,220.683905,0.627752894
5/2/2015,36117.07,3218.375,3072.732,123.95,6415.057,177.6184225,0.478987482
5/3/2015,34165.59,1756.125,5281.18,0.06,7037.365,205.9781494,0.750448499
5/4/2015,28429.88,1129.6,4218.93,0,5348.53,188.1305866,0.788801783
5/5/2015,23824.32,1098.45,2421.96,0,3520.41,147.7653927,0.687976685
5/6/2015,15863.51,-815.05,1617.55,0,802.5,50.58779551,2.015638629
5/7/2015,11637.89,578.5,854.65,0,1433.15,123.1451749,0.596343718
5/8/2015,5701.2,83.5,854.19,0,937.69,164.4723918,0.910951381
5/9/2015,651.95,37.5,683,0,720.5,1105.1461,0.947952811
5/10/2015,0,4.5,645.75,0,650.25,,0.993079585
5/11/2015,0,0,379.01,0,379.01,,1
5/12/2015,0,0,0,0,0,,
5/13/2015,0,0,0,0,0,,
5/14/2015,0,0,0,0,0,,
5/15/2015,0,0,0,0,0,,
5/16/2015,0,0,0,0,0,,
5/17/2015,0,0,0,0,0,,
5/18/2015,0,0,0,0,0,,
5/19/2015,0,0,0,0,0,,
5/20/2015,0,0,0,0,0,,
5/21/2015,0,0,0,0,0,,
5/22/2015,0,0,0,0,0,,
5/23/2015,0,0,0,0,0,,
5/24/2015,0,0,0,0,0,,
5/25/2015,0,0,0,0,0,,
5/26/2015,0,0,0,0,0,,
5/27/2015,0,0,0,0,0,,
5/28/2015,0,0,0,0,0,,
5/29/2015,0,0,0,0,0,,
5/30/2015,0,0,0,0,0,,
5/31/2015,0,0,0,0,0,,
6/1/2015,0,0,0,0,0,,
6/2/2015,0,0,0,0,0,,
6/3/2015,0,0,0,0,0,,
6/4/2015,0,0,0,0,0,,
6/5/2015,0,0,0,0,0,,
6/6/2015,0,0,0,0,0,,
6/7/2015,0,0,0,0,0,,
6/8/2015,0,0,0,0,0,,
6/9/2015,0,0,0,0,0,,
6/10/2015,0,0,0,0,0,,
6/11/2015,0,0,0,0,0,,
6/12/2015,0,0,0,0,0,,
6/13/2015,0,0,0,0,0,,
6/14/2015,0,0,0,0,0,,
6/15/2015,0,0,0,0,0,,
6/16/2015,0,0,0,0,0,,
6/17/2015,0,0,0,0,0,,
6/18/2015,0,0,0,0,0,,
6/19/2015,0,0,0,0,0,,
6/20/2015,0,0,0,0,0,,
6/21/2015,0,0,0,0,0,,
6/22/2015,0,0,0,0,0,,
6/23/2015,0,0,0,0,0,,
6/24/2015,0,0,0,0,0,,
6/25/2015,0,0,0,0,0,,
6/26/2015,0,0,0,0,0,,
6/27/2015,0,0,0,0,0,,
6/28/2015,0,0,0,0,0,,
6/29/2015,0,0,0,0,0,,
6/30/2015,0,0,0,0,0,,
11/1/2015,0,0,0,0,0,,
11/2/2015,0,0,0,0,0,,
11/3/2015,0,0,0,0,0,,
11/4/2015,0,0,0,0,0,,
11/5/2015,0,0,0,0,0,,
11/6/2015,0,0,0,0,0,,
11/7/2015,0,0,0,0,0,,
11/8/2015,0,0,0,0,0,,
11/9/2015,0,0,0,0,0,,
11/10/2015,0,0,0,0,0,,
11/11/2015,0,0,0,0,0,,
11/12/2015,0,0,0,0,0,,
11/13/2015,0,0,0,0,0,,
11/14/2015,0,0,0,0,0,,
11/15/2015,0,0,0,0,0,,
11/16/2015,0,0,0,0,0,,
11/17/2015,0,0,0,0,0,,
11/18/2015,0,0,0,0,0,,
11/19/2015,0,0,0,0,0,,
11/20/2015,0,0,0,0,0,,
11/21/2015,0,0,0,0,0,,
11/22/2015,0,0,0,0,0,,
11/23/2015,0,0,0,0,0,,
11/24/2015,0,0,0,0,0,,
11/25/2015,13096.92,0,48.12,0,48.12,3.674146288,1
11/26/2015,10827.25,0,468.22,0,468.22,43.24459119,1
11/27/2015,16289.73,0,1011,0,1011,62.06364378,1
11/28/2015,37200.68,0,1314.52,0,1314.52,35.33591321,1
11/29/2015,59287.38,0,1693.549,0,1693.549,28.56508417,1
11/30/2015,75898.33,0,3374.84,0,3374.84,44.46527348,1
12/1/2015,149368.86,786.29,3740.411,0,4586.751,30.70754507,0.81548159
12/2/2015,196114.28,1091.3,6515.51,0,7546.76,38.48144052,0.863351955
12/3/2015,223951.405,821.65,9479.641,0,10301.291,45.99788512,0.920238153
12/4/2015,242398.7,452.7,12764.99,0,13217.69,54.52871653,0.965750445
12/5/2015,246902.415,1783.35,14054.16,0,15837.51,64.14481608,0.887397072
12/6/2015,350624.225,3083.25,17914.868,0,20998.118,59.88781294,0.853165412
12/7/2015,374977.87,5832.425,20259.705,0,26092.13,69.58311967,0.776468038
12/8/2015,437645.55,5726.675,26395.054,0,32121.729,73.39667683,0.82171959
12/9/2015,463349.525,4966.2,28681.204,0,33647.404,72.6177587,0.852404661
12/10/2015,551328.085,7449.8,32825.05,0,40274.85,73.0506047,0.815026003
12/11/2015,566801.925,7847.7,37266.283,0,45113.983,79.59391281,0.826047281
12/12/2015,608758.025,9821.2,37446.336,0,47267.536,77.6458528,0.792221029
12/13/2015,616717.19,10343.2,41522.296,0,51865.496,84.0993195,0.800576476
